BALANCES m:95
BALANCES m:95 w:25
BALANCES e:54 m:95 w:25
BALANCES e:54 m:95 o:45 w:25
BALANCES e:54 h:26 m:95 o:45 w:25
BALANCES e:54 h:26 m:95 o:112 w:25
BALANCES e:54 g:46 h:26 m:95 o:112 w:25
BALANCES e:10 g:46 h:26 m:95 o:156 w:25
BALANCES e:10 g:46 h:26 m:95 o:156 v:2 w:25
BALANCES e:10 g:46 h:26 m:95 o:156 v:2 w:14 y:11
BALANCES e:44 g:46 h:26 m:95 o:156 v:2 w:14 y:11
BALANCES e:44 g:46 h:3 m:95 o:179 v:2 w:14 y:11
BALANCES e:44 g:46 h:3 m:95 o:179 s:2 v:0 w:14 y:11
BALANCES b:89 e:44 g:46 h:3 m:95 o:179 s:2 v:0 w:14 y:11
BALANCES b:89 e:44 g:46 h:3 m:95 o:179 p:40 s:2 v:0 w:14 y:11
BALANCES b:89 e:44 g:46 h:3 m:27 o:179 p:40 s:70 v:0 w:14 y:11
BALANCES b:28 e:44 g:46 h:3 m:27 o:179 p:40 s:70 t:61 v:0 w:14 y:11
BALANCES b:28 e:44 g:46 h:18 m:27 o:179 p:25 s:70 t:61 v:0 w:14 y:11
BALANCES b:28 e:44 g:46 h:9 m:27 o:179 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES b:28 e:44 g:46 h:9 m:27 n:42 o:179 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES b:3 e:44 g:46 h:9 j:25 m:27 n:42 o:179 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES b:3 e:44 f:8 g:46 h:9 j:25 m:27 n:42 o:171 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES a:3 b:3 e:44 f:8 g:46 h:6 j:25 m:27 n:42 o:171 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES a:3 b:3 e:20 f:8 g:46 h:6 j:25 m:27 n:42 o:195 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES a:3 b:8 e:20 f:8 g:46 h:6 j:20 m:27 n:42 o:195 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES a:3 b:8 e:20 f:8 g:46 h:6 j:20 m:26 n:42 o:195 p:26 s:70 t:61 v:0 w:14 y:20
BALANCES a:3 b:8 e:20 f:8 g:46 h:6 j:20 m:26 n:42 o:195 p:26 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:5 b:8 e:20 f:8 g:46 h:6 j:20 m:26 n:40 o:195 p:26 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:5 b:8 e:20 f:8 g:46 h:6 j:20 l:34 m:26 n:40 o:161 p:26 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:3 b:8 e:20 f:8 g:46 h:6 j:20 l:34 m:26 n:40 o:163 p:26 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:3 b:8 e:20 f:8 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:3 b:8 e:72 f:8 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:8 b:8 e:72 f:3 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:16 b:8 e:72 f:3 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 v:0 w:14 y:12 z:70
BALANCES a:16 b:75 e:72 f:3 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 v:0 w:14 y:12 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 u:3 v:0 w:14 y:12 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:35 s:70 t:61 u:4 v:0 w:14 y:12 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:35 s:70 t:61 u:4 v:0 w:14 x:8 y:12 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:212 p:26 q:35 s:70 t:61 u:4 v:0 w:14 x:8 y:12 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:212 p:26 q:35 s:70 t:61 u:4 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:212 p:26 q:35 s:70 t:61 u:53 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:212 p:26 q:35 s:70 t:61 u:53 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:212 p:26 q:35 s:70 t:146 u:53 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:212 p:74 q:35 s:70 t:146 u:53 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:212 p:74 q:35 s:70 t:146 u:32 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:35 s:70 t:146 u:32 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:84 u:32 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:84 u:32 v:0 w:14 x:8 y:119 z:70
BALANCES a:88 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:84 u:32 v:0 w:14 x:8 y:119 z:70
BALANCES a:88 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:84 u:32 v:38 w:14 x:8 y:119 z:70
BALANCES a:88 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:38 w:13 x:8 y:119 z:70
BALANCES a:88 b:75 c:21 e:72 f:0 g:10 h:6 j:20 k:8 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:38 w:13 x:8 y:119 z:62
BALANCES a:88 b:75 c:21 d:10 e:72 f:0 g:10 h:6 j:20 k:8 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:38 w:13 x:8 y:119 z:62
BALANCES a:88 b:75 c:21 d:10 e:72 f:0 g:10 h:6 j:20 k:8 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:38 w:13 x:29 y:119 z:62
BALANCES a:88 b:75 c:21 d:10 e:72 f:0 g:10 h:18 j:20 k:8 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:26 w:13 x:29 y:119 z:62
BALANCES a:88 b:75 c:21 d:10 e:72 f:0 g:10 h:18 j:20 k:44 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:26 w:13 x:29 y:119 z:62
BALANCES a:78 b:75 c:31 d:10 e:72 f:0 g:10 h:18 j:20 k:44 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:26 w:13 x:29 y:119 z:62
BALANCES a:78 b:75 c:31 d:10 e:72 f:0 g:10 h:18 j:20 k:44 l:34 m:26 n:65 o:295 p:74 q:97 s:70 t:85 u:30 v:26 w:13 x:29 y:119 z:62
BALANCES a:78 b:75 c:31 d:10 e:72 f:0 g:10 h:18 i:2 j:20 k:44 l:34 m:26 n:65 o:295 p:72 q:97 s:70 t:85 u:30 v:26 w:13 x:29 y:119 z:62
BALANCES a:78 b:75 c:31 d:10 e:72 f:5 g:10 h:18 i:2 j:20 k:44 l:34 m:26 n:65 o:295 p:72 q:97 s:70 t:85 u:30 v:26 w:13 x:29 y:119 z:62
BALANCES a:78 b:75 c:31 d:10 e:72 f:5 g:10 h:18 i:2 j:20 k:44 l:34 m:26 n:65 o:295 p:72 q:97 s:70 t:85 u:30 v:26 w:13 x:29 y:119 z:130
BALANCES a:268 b:385 c:371 d:209 e:164 f:586 g:175 h:242 i:291 j:431 k:566 l:303 m:389 n:223 o:272 p:308 q:484 r:192 s:314 t:661 u:411 v:349 w:642 x:451 y:576 z:407
BALANCES a:268 b:385 c:371 d:209 e:164 f:545 g:216 h:242 i:291 j:431 k:566 l:303 m:389 n:223 o:272 p:308 q:484 r:192 s:314 t:661 u:411 v:349 w:642 x:451 y:576 z:407
BALANCES a:268 b:385 c:371 d:209 e:164 f:545 g:216 h:242 i:291 j:431 k:566 l:303 m:389 n:223 o:272 p:308 q:484 r:192 s:314 t:661 u:409 v:349 w:644 x:451 y:576 z:407
BALANCES a:268 b:385 c:371 d:209 e:164 f:545 g:216 h:242 i:287 j:431 k:566 l:303 m:389 n:223 o:272 p:308 q:484 r:192 s:314 t:661 u:409 v:349 w:644 x:451 y:580 z:407
BALANCES a:268 b:385 c:371 d:209 e:164 f:545 g:216 h:242 i:287 j:431 k:768 l:303 m:389 n:223 o:272 p:308 q:484 r:192 s:314 t:661 u:409 v:349 w:442 x:451 y:580 z:407
BALANCES a:295 b:385 c:371 d:209 e:164 f:545 g:216 h:242 i:287 j:431 k:768 l:303 m:389 n:223 o:272 p:308 q:484 r:192 s:314 t:661 u:409 v:349 w:442 x:451 y:580 z:407
BALANCES a:343 b:385 c:371 d:209 e:164 f:545 g:216 h:242 i:287 j:431 k:768 l:303 m:389 n:223 o:224 p:308 q:484 r:192 s:314 t:661 u:409 v:349 w:442 x:451 y:580 z:407
BALANCES a:343 b:385 c:371 d:209 e:164 f:545 g:232 h:226 i:287 j:431 k:768 l:303 m:389 n:223 o:224 p:308 q:484 r:192 s:314 t:661 u:409 v:349 w:442 x:451 y:580 z:407
BALANCES a:343 b:385 c:371 d:209 e:164 f:545 g:232 h:226 i:287 j:431 k:768 l:299 m:389 n:223 o:224 p:312 q:484 r:192 s:314 t:661 u:409 v:349 w:442 x:451 y:580 z:407
BALANCES a:343 b:385 c:371 d:209 e:164 f:545 g:232 h:226 i:287 j:431 k:768 l:299 m:389 n:223 o:224 p:312 q:484 r:192 s:314 t:661 u:430 v:349 w:442 x:451 y:580 z:407
BALANCES a:343 b:385 c:371 d:209 e:164 f:540 g:232 h:226 i:292 j:431 k:768 l:299 m:389 n:223 o:224 p:312 q:484 r:192 s:314 t:661 u:430 v:349 w:442 x:451 y:580 z:407
BALANCES a:343 b:385 c:371 d:209 e:164 f:540 g:232 h:226 i:292 j:431 k:768 l:299 m:389 n:223 o:185 p:312 q:523 r:192 s:314 t:661 u:430 v:349 w:442 x:451 y:580 z:407
BALANCES a:343 b:385 c:371 d:209 e:164 f:540 g:232 h:226 i:292 j:431 k:768 l:299 m:304 n:223 o:185 p:312 q:608 r:192 s:314 t:661 u:430 v:349 w:442 x:451 y:580 z:407
BALANCES a:343 b:385 c:371 d:209 e:164 f:540 g:232 h:226 i:292 j:431 k:768 l:299 m:304 n:223 o:185 p:312 q:608 r:192 s:314 t:663 u:430 v:349 w:442 x:451 y:580 z:405
BALANCES a:343 b:385 c:371 d:209 e:165 f:540 g:232 h:226 i:292 j:431 k:768 l:299 m:304 n:222 o:185 p:312 q:608 r:192 s:314 t:663 u:430 v:349 w:442 x:451 y:580 z:405
BALANCES a:343 b:385 c:382 d:209 e:165 f:540 g:232 h:226 i:292 j:431 k:768 l:288 m:304 n:222 o:185 p:312 q:608 r:192 s:314 t:663 u:430 v:349 w:442 x:451 y:580 z:405
BALANCES a:343 b:385 c:382 d:209 e:165 f:540 g:232 h:226 i:292 j:431 k:768 l:288 m:304 n:222 o:185 p:312 q:608 r:192 s:314 t:764 u:430 v:349 w:442 x:451 y:479 z:405
BALANCES a:343 b:385 c:382 d:209 e:165 f:581 g:232 h:226 i:292 j:431 k:768 l:288 m:263 n:222 o:185 p:312 q:608 r:192 s:314 t:764 u:430 v:349 w:442 x:451 y:479 z:405
BALANCES a:343 b:385 c:382 d:209 e:165 f:581 g:232 h:226 i:292 j:431 k:768 l:288 m:263 n:222 o:185 p:312 q:622 r:192 s:314 t:764 u:430 v:349 w:442 x:451 y:479 z:405
BALANCES a:343 b:385 c:382 d:209 e:165 f:581 g:232 h:226 i:292 j:431 k:768 l:288 m:263 n:374 o:185 p:312 q:622 r:192 s:314 t:764 u:430 v:349 w:442 x:451 y:479 z:253
BALANCES a:343 b:385 c:382 d:209 e:165 f:581 g:232 h:226 i:241 j:431 k:768 l:288 m:263 n:374 o:185 p:312 q:622 r:192 s:314 t:764 u:430 v:349 w:493 x:451 y:479 z:253
BALANCES a:335 b:385 c:382 d:209 e:165 f:581 g:232 h:226 i:241 j:431 k:768 l:288 m:263 n:374 o:185 p:320 q:622 r:192 s:314 t:764 u:430 v:349 w:493 x:451 y:479 z:253
BALANCES a:335 b:385 c:382 d:209 e:165 f:581 g:232 h:226 i:241 j:431 k:768 l:288 m:263 n:374 o:185 p:320 q:622 r:192 s:314 t:764 u:430 v:390 w:493 x:451 y:479 z:253
BALANCES a:335 b:385 c:382 d:209 e:165 f:581 g:232 h:226 i:241 j:431 k:667 l:288 m:263 n:374 o:185 p:320 q:723 r:192 s:314 t:764 u:430 v:390 w:493 x:451 y:479 z:253
BALANCES a:335 b:385 c:382 d:209 e:165 f:581 g:232 h:235 i:241 j:431 k:667 l:288 m:254 n:374 o:185 p:320 q:723 r:192 s:314 t:764 u:430 v:390 w:493 x:451 y:479 z:253
BALANCES a:335 b:385 c:382 d:209 e:165 f:581 g:232 h:235 i:284 j:431 k:667 l:288 m:254 n:374 o:185 p:320 q:723 r:192 s:314 t:764 u:387 v:390 w:493 x:451 y:479 z:253
BALANCES a:335 b:385 c:382 d:209 e:165 f:581 g:232 h:235 i:294 j:431 k:667 l:288 m:254 n:374 o:185 p:320 q:723 r:192 s:314 t:754 u:387 v:390 w:493 x:451 y:479 z:253
BALANCES a:335 b:385 c:382 d:209 e:165 f:581 g:330 h:235 i:294 j:431 k:667 l:288 m:254 n:374 o:185 p:320 q:723 r:192 s:314 t:754 u:387 v:390 w:493 x:451 y:479 z:253
BALANCES a:376 b:385 c:382 d:209 e:165 f:581 g:330 h:235 i:294 j:431 k:667 l:288 m:254 n:374 o:185 p:279 q:723 r:192 s:314 t:754 u:387 v:390 w:493 x:451 y:479 z:253
BALANCES a:376 b:431 c:336 d:209 e:165 f:581 g:330 h:235 i:294 j:431 k:667 l:288 m:254 n:374 o:185 p:279 q:723 r:192 s:314 t:754 u:387 v:390 w:493 x:451 y:479 z:253
BALANCES a:376 b:431 c:336 d:209 e:165 f:581 g:330 h:235 i:294 j:431 k:667 l:288 m:254 n:334 o:185 p:279 q:723 r:192 s:314 t:754 u:387 v:390 w:533 x:451 y:479 z:253
BALANCES a:376 b:431 c:336 d:209 e:156 f:581 g:330 h:235 i:294 j:431 k:667 l:297 m:254 n:334 o:185 p:279 q:723 r:192 s:314 t:754 u:387 v:390 w:533 x:451 y:479 z:253
BALANCES a:376 b:431 c:336 d:209 e:156 f:581 g:330 h:235 i:294 j:431 k:667 l:297 m:242 n:334 o:185 p:279 q:723 r:192 s:314 t:754 u:387 v:402 w:533 x:451 y:479 z:253
BALANCES a:376 b:431 c:336 d:209 e:156 f:581 g:330 h:238 i:294 j:431 k:667 l:297 m:242 n:334 o:185 p:279 q:723 r:192 s:314 t:754 u:387 v:402 w:533 x:451 y:479 z:253
BALANCES a:376 b:431 c:336 d:209 e:156 f:581 g:330 h:238 i:294 j:431 k:667 l:297 m:242 n:334 o:185 p:279 q:723 r:192 s:314 t:754 u:387 v:398 w:533 x:451 y:479 z:257
BALANCES a:376 b:431 c:336 d:209 e:156 f:581 g:330 h:238 i:294 j:431 k:667 l:297 m:242 n:334 o:185 p:279 q:723 r:192 s:314 t:754 u:387 v:448 w:533 x:451 y:479 z:207
BALANCES a:376 b:431 c:336 d:209 e:156 f:581 g:330 h:238 i:294 j:431 k:667 l:297 m:275 n:334 o:185 p:246 q:723 r:192 s:314 t:754 u:387 v:448 w:533 x:451 y:479 z:207
BALANCES a:376 b:431 c:336 d:209 e:156 f:581 g:330 h:238 i:294 j:431 k:658 l:297 m:275 n:334 o:185 p:246 q:723 r:192 s:314 t:754 u:387 v:448 w:533 x:451 y:488 z:207
BALANCES a:376 b:431 c:336 d:209 e:156 f:575 g:330 h:238 i:294 j:431 k:658 l:297 m:275 n:334 o:185 p:246 q:723 r:192 s:314 t:754 u:393 v:448 w:533 x:451 y:488 z:207
BALANCES a:376 b:435 c:336 d:209 e:156 f:575 g:330 h:238 i:290 j:431 k:658 l:297 m:275 n:334 o:185 p:246 q:723 r:192 s:314 t:754 u:393 v:448 w:533 x:451 y:488 z:207
BALANCES a:376 b:435 c:336 d:209 e:156 f:668 g:330 h:238 i:290 j:431 k:658 l:297 m:182 n:334 o:185 p:246 q:723 r:192 s:314 t:754 u:393 v:448 w:533 x:451 y:488 z:207
BALANCES a:376 b:435 c:336 d:209 e:156 f:668 g:330 h:238 i:290 j:431 k:669 l:297 m:182 n:334 o:185 p:246 q:723 r:181 s:314 t:754 u:393 v:448 w:533 x:451 y:488 z:207
BALANCES a:376 b:435 c:336 d:209 e:143 f:668 g:330 h:238 i:290 j:431 k:669 l:297 m:182 n:334 o:185 p:246 q:723 r:181 s:314 t:754 u:393 v:448 w:533 x:451 y:488 z:220
BALANCES a:376 b:435 c:336 d:209 e:143 f:668 g:330 h:238 i:290 j:493 k:607 l:297 m:182 n:334 o:185 p:246 q:723 r:181 s:314 t:754 u:393 v:448 w:533 x:451 y:488 z:220
BALANCES a:376 b:435 c:342 d:209 e:143 f:668 g:330 h:232 i:290 j:493 k:607 l:297 m:182 n:334 o:185 p:246 q:723 r:181 s:314 t:754 u:393 v:448 w:533 x:451 y:488 z:220
BALANCES a:376 b:435 c:342 d:209 e:143 f:668 g:330 h:232 i:290 j:493 k:607 l:297 m:182 n:334 o:185 p:246 q:723 r:204 s:314 t:754 u:393 v:448 w:533 x:428 y:488 z:220
BALANCES a:376 b:435 c:342 d:209 e:143 f:668 g:330 h:232 i:290 j:493 k:607 l:297 m:182 n:334 o:185 p:246 q:723 r:204 s:314 t:754 u:393 v:351 w:533 x:525 y:488 z:220
BALANCES a:376 b:435 c:342 d:209 e:143 f:698 g:330 h:232 i:290 j:493 k:607 l:297 m:182 n:334 o:185 p:246 q:723 r:204 s:314 t:754 u:393 v:351 w:533 x:525 y:488 z:220
BALANCES a:376 b:435 c:342 d:209 e:143 f:698 g:330 h:232 i:290 j:493 k:607 l:297 m:182 n:334 o:185 p:246 q:721 r:204 s:314 t:754 u:393 v:351 w:533 x:525 y:488 z:222
BALANCES a:376 b:435 c:342 d:209 e:143 f:698 g:288 h:232 i:332 j:493 k:607 l:297 m:182 n:334 o:185 p:246 q:721 r:204 s:314 t:754 u:393 v:351 w:533 x:525 y:488 z:222
BALANCES a:357 b:435 c:342 d:209 e:143 f:698 g:288 h:232 i:332 j:493 k:607 l:297 m:182 n:334 o:185 p:246 q:721 r:204 s:314 t:754 u:393 v:351 w:533 x:525 y:488 z:241
BALANCES a:357 b:435 c:342 d:208 e:143 f:698 g:288 h:232 i:332 j:493 k:607 l:297 m:182 n:334 o:185 p:246 q:722 r:204 s:314 t:754 u:393 v:351 w:533 x:525 y:488 z:241
BALANCES a:357 b:435 c:342 d:208 e:143 f:698 g:288 h:232 i:332 j:493 k:607 l:297 m:182 n:334 o:185 p:246 q:726 r:204 s:314 t:754 u:393 v:351 w:533 x:525 y:488 z:241
BALANCES a:357 b:435 c:342 d:208 e:143 f:698 g:288 h:232 i:332 j:493 k:545 l:297 m:182 n:334 o:185 p:246 q:726 r:204 s:314 t:754 u:393 v:413 w:533 x:525 y:488 z:241
BALANCES a:357 b:435 c:342 d:208 e:143 f:698 g:288 h:232 i:332 j:493 k:545 l:297 m:182 n:334 o:185 p:238 q:726 r:204 s:314 t:754 u:393 v:413 w:541 x:525 y:488 z:241
BALANCES a:357 b:435 c:342 d:208 e:143 f:698 g:320 h:232 i:332 j:493 k:545 l:297 m:182 n:334 o:153 p:238 q:726 r:204 s:314 t:754 u:393 v:413 w:541 x:525 y:488 z:241
BALANCES a:357 b:435 c:342 d:208 e:144 f:698 g:320 h:232 i:332 j:493 k:545 l:297 m:181 n:334 o:153 p:238 q:726 r:204 s:314 t:754 u:393 v:413 w:541 x:525 y:488 z:241
BALANCES a:357 b:435 c:346 d:208 e:140 f:698 g:320 h:232 i:332 j:493 k:545 l:297 m:181 n:334 o:153 p:238 q:726 r:204 s:314 t:754 u:393 v:413 w:541 x:525 y:488 z:241
BALANCES a:357 b:435 c:346 d:208 e:140 f:698 g:320 h:232 i:332 j:493 k:545 l:297 m:181 n:334 o:153 p:238 q:726 r:204 s:314 t:754 u:400 v:413 w:541 x:525 y:488 z:241
BALANCES a:360 b:435 c:346 d:208 e:140 f:698 g:320 h:232 i:332 j:493 k:545 l:297 m:181 n:334 o:153 p:235 q:726 r:204 s:314 t:754 u:400 v:413 w:541 x:525 y:488 z:241
BALANCES a:360 b:435 c:346 d:208 e:140 f:698 g:320 h:232 i:332 j:493 k:545 l:301 m:181 n:334 o:153 p:235 q:726 r:200 s:314 t:754 u:400 v:413 w:541 x:525 y:488 z:241
BALANCES a:360 b:435 c:346 d:208 e:140 f:698 g:320 h:232 i:332 j:493 k:545 l:301 m:181 n:334 o:153 p:235 q:726 r:200 s:325 t:743 u:400 v:413 w:541 x:525 y:488 z:241
BALANCES a:360 b:435 c:346 d:208 e:140 f:698 g:320 h:232 i:332 j:493 k:545 l:301 m:181 n:334 o:153 p:235 q:726 r:200 s:325 t:743 u:400 v:413 w:604 x:462 y:488 z:241
BALANCES a:360 b:435 c:346 d:208 e:140 f:698 g:320 h:233 i:332 j:493 k:545 l:301 m:181 n:334 o:153 p:235 q:726 r:200 s:325 t:743 u:400 v:412 w:604 x:462 y:488 z:241
BALANCES a:360 b:435 c:346 d:208 e:140 f:698 g:320 h:236 i:332 j:493 k:545 l:301 m:181 n:334 o:153 p:235 q:726 r:200 s:325 t:743 u:400 v:412 w:601 x:462 y:488 z:241
BALANCES a:360 b:435 c:346 d:208 e:140 f:698 g:320 h:236 i:332 j:493 k:545 l:301 m:181 n:334 o:153 p:235 q:726 r:200 s:325 t:743 u:400 v:412 w:601 x:462 y:454 z:275
BALANCES a:360 b:435 c:346 d:208 e:140 f:698 g:320 h:236 i:332 j:493 k:545 l:301 m:181 n:334 o:153 p:235 q:726 r:200 s:325 t:743 u:405 v:412 w:596 x:462 y:454 z:275
BALANCES a:360 b:435 c:346 d:208 e:140 f:698 g:320 h:236 i:332 j:493 k:545 l:301 m:181 n:334 o:153 p:235 q:726 r:200 s:325 t:743 u:405 v:412 w:603 x:462 y:454 z:275
BALANCES a:360 b:435 c:346 d:208 e:140 f:698 g:320 h:236 i:332 j:493 k:545 l:301 m:181 n:328 o:153 p:235 q:726 r:200 s:325 t:749 u:405 v:412 w:603 x:462 y:454 z:275
BALANCES a:360 b:435 c:346 d:208 e:140 f:698 g:320 h:236 i:332 j:493 k:557 l:301 m:181 n:328 o:153 p:235 q:726 r:188 s:325 t:749 u:405 v:412 w:603 x:462 y:454 z:275
BALANCES a:360 b:435 c:346 d:208 e:140 f:698 g:320 h:236 i:332 j:493 k:464 l:301 m:181 n:328 o:153 p:235 q:726 r:188 s:325 t:842 u:405 v:412 w:603 x:462 y:454 z:275
BALANCES a:360 b:435 c:346 d:208 e:140 f:698 g:320 h:236 i:332 j:493 k:464 l:301 m:181 n:328 o:153 p:235 q:726 r:182 s:325 t:842 u:405 v:412 w:609 x:462 y:454 z:275
BALANCES a:360 b:435 c:346 d:208 e:140 f:698 g:320 h:236 i:332 j:493 k:464 l:301 m:181 n:328 o:153 p:235 q:802 r:182 s:325 t:766 u:405 v:412 w:609 x:462 y:454 z:275
BALANCES a:360 b:435 c:346 d:208 e:140 f:698 g:331 h:236 i:332 j:493 k:464 l:301 m:181 n:328 o:153 p:235 q:802 r:182 s:325 t:766 u:405 v:412 w:609 x:462 y:443 z:275
BALANCES a:360 b:435 c:346 d:281 e:67 f:698 g:331 h:236 i:332 j:493 k:464 l:301 m:181 n:328 o:153 p:235 q:802 r:182 s:325 t:766 u:405 v:412 w:609 x:462 y:443 z:275
BALANCES a:360 b:435 c:346 d:281 e:67 f:698 g:331 h:236 i:332 j:493 k:464 l:301 m:181 n:328 o:132 p:235 q:802 r:182 s:325 t:766 u:426 v:412 w:609 x:462 y:443 z:275
BALANCES a:401 b:435 c:346 d:281 e:67 f:698 g:331 h:236 i:332 j:493 k:464 l:301 m:181 n:328 o:132 p:235 q:802 r:182 s:325 t:766 u:426 v:412 w:609 x:462 y:402 z:275
BALANCES a:391 b:435 c:346 d:281 e:77 f:698 g:331 h:236 i:332 j:493 k:464 l:301 m:181 n:328 o:132 p:235 q:802 r:182 s:325 t:766 u:426 v:412 w:609 x:462 y:402 z:275
BALANCES a:391 b:435 c:270 d:281 e:77 f:698 g:331 h:236 i:332 j:569 k:464 l:301 m:181 n:328 o:132 p:235 q:802 r:182 s:325 t:766 u:426 v:412 w:609 x:462 y:402 z:275
BALANCES a:391 b:435 c:270 d:281 e:77 f:697 g:331 h:236 i:332 j:569 k:464 l:301 m:181 n:328 o:132 p:235 q:802 r:182 s:325 t:766 u:427 v:412 w:609 x:462 y:402 z:275
BALANCES a:391 b:435 c:270 d:281 e:77 f:697 g:331 h:236 i:332 j:569 k:464 l:301 m:181 n:328 o:132 p:235 q:802 r:182 s:325 t:766 u:427 v:420 w:609 x:462 y:402 z:275
BALANCES a:391 b:404 c:270 d:281 e:77 f:697 g:331 h:236 i:332 j:569 k:464 l:301 m:181 n:328 o:132 p:235 q:802 r:182 s:325 t:766 u:427 v:420 w:609 x:462 y:402 z:306
BALANCES a:391 b:404 c:270 d:281 e:77 f:697 g:331 h:236 i:332 j:569 k:464 l:301 m:457 n:52 o:132 p:235 q:802 r:182 s:325 t:766 u:427 v:420 w:609 x:462 y:402 z:306
BALANCES a:391 b:404 c:270 d:281 e:77 f:765 g:331 h:236 i:332 j:569 k:464 l:233 m:457 n:52 o:132 p:235 q:802 r:182 s:325 t:766 u:427 v:420 w:609 x:462 y:402 z:306
BALANCES a:391 b:404 c:270 d:281 e:77 f:765 g:331 h:236 i:332 j:569 k:464 l:233 m:457 n:52 o:132 p:235 q:802 r:182 s:325 t:766 u:427 v:420 w:609 x:462 y:427 z:306
BALANCES a:391 b:404 c:262 d:281 e:77 f:765 g:331 h:236 i:332 j:569 k:464 l:233 m:457 n:52 o:132 p:235 q:802 r:182 s:325 t:774 u:427 v:420 w:609 x:462 y:427 z:306
BALANCES a:391 b:404 c:262 d:281 e:77 f:765 g:331 h:236 i:332 j:569 k:464 l:233 m:457 n:52 o:120 p:235 q:802 r:182 s:325 t:774 u:427 v:420 w:609 x:462 y:427 z:318
BALANCES a:391 b:404 c:242 d:281 e:77 f:765 g:331 h:236 i:332 j:569 k:464 l:233 m:457 n:52 o:120 p:235 q:802 r:182 s:325 t:774 u:427 v:440 w:609 x:462 y:427 z:318
BALANCES a:391 b:404 c:242 d:281 e:153 f:765 g:331 h:236 i:332 j:569 k:464 l:233 m:457 n:52 o:120 p:235 q:802 r:182 s:325 t:774 u:427 v:440 w:609 x:462 y:427 z:318
