BALANCES m:95
BALANCES m:95 w:25
BALANCES e:54 m:95 w:25
BALANCES e:54 m:95 o:45 w:25
BALANCES e:54 h:26 m:95 o:45 w:25
BALANCES e:54 h:26 m:95 o:112 w:25
BALANCES e:54 g:46 h:26 m:95 o:112 w:25
BALANCES e:10 g:46 h:26 m:95 o:156 w:25
BALANCES e:10 g:46 h:26 m:95 o:156 v:2 w:25
BALANCES e:10 g:46 h:26 m:95 o:156 v:2 w:14 y:11
BALANCES e:44 g:46 h:26 m:95 o:156 v:2 w:14 y:11
BALANCES e:44 g:46 h:3 m:95 o:179 v:2 w:14 y:11
BALANCES e:44 g:46 h:3 m:95 o:179 s:2 v:0 w:14 y:11
BALANCES b:89 e:44 g:46 h:3 m:95 o:179 s:2 v:0 w:14 y:11
BALANCES b:89 e:44 g:46 h:3 m:95 o:179 p:40 s:2 v:0 w:14 y:11
BALANCES b:89 e:44 g:46 h:3 m:27 o:179 p:40 s:70 v:0 w:14 y:11
BALANCES b:28 e:44 g:46 h:3 m:27 o:179 p:40 s:70 t:61 v:0 w:14 y:11
BALANCES b:28 e:44 g:46 h:18 m:27 o:179 p:25 s:70 t:61 v:0 w:14 y:11
BALANCES b:28 e:44 g:46 h:9 m:27 o:179 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES b:28 e:44 g:46 h:9 m:27 n:42 o:179 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES b:3 e:44 g:46 h:9 j:25 m:27 n:42 o:179 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES b:3 e:44 f:8 g:46 h:9 j:25 m:27 n:42 o:171 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES a:3 b:3 e:44 f:8 g:46 h:6 j:25 m:27 n:42 o:171 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES a:3 b:3 e:20 f:8 g:46 h:6 j:25 m:27 n:42 o:195 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES a:3 b:8 e:20 f:8 g:46 h:6 j:20 m:27 n:42 o:195 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES a:3 b:8 e:20 f:8 g:46 h:6 j:20 m:26 n:42 o:195 p:26 s:70 t:61 v:0 w:14 y:20
BALANCES a:3 b:8 e:20 f:8 g:46 h:6 j:20 m:26 n:42 o:195 p:26 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:5 b:8 e:20 f:8 g:46 h:6 j:20 m:26 n:40 o:195 p:26 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:5 b:8 e:20 f:8 g:46 h:6 j:20 l:34 m:26 n:40 o:161 p:26 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:3 b:8 e:20 f:8 g:46 h:6 j:20 l:34 m:26 n:40 o:163 p:26 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:3 b:8 e:20 f:8 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:3 b:8 e:72 f:8 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:8 b:8 e:72 f:3 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:16 b:8 e:72 f:3 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 v:0 w:14 y:12 z:70
BALANCES a:16 b:75 e:72 f:3 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 v:0 w:14 y:12 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 u:3 v:0 w:14 y:12 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:35 s:70 t:61 u:4 v:0 w:14 y:12 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:35 s:70 t:61 u:4 v:0 w:14 x:8 y:12 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:212 p:26 q:35 s:70 t:61 u:4 v:0 w:14 x:8 y:12 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:212 p:26 q:35 s:70 t:61 u:4 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:212 p:26 q:35 s:70 t:61 u:53 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:212 p:26 q:35 s:70 t:61 u:53 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:212 p:26 q:35 s:70 t:146 u:53 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:212 p:74 q:35 s:70 t:146 u:53 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:212 p:74 q:35 s:70 t:146 u:32 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:35 s:70 t:146 u:32 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:84 u:32 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:84 u:32 v:0 w:14 x:8 y:119 z:70
BALANCES a:88 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:84 u:32 v:0 w:14 x:8 y:119 z:70
BALANCES a:88 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:84 u:32 v:38 w:14 x:8 y:119 z:70
BALANCES a:88 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:38 w:13 x:8 y:119 z:70
BALANCES a:88 b:75 c:21 e:72 f:0 g:10 h:6 j:20 k:8 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:38 w:13 x:8 y:119 z:62
BALANCES a:88 b:75 c:21 d:10 e:72 f:0 g:10 h:6 j:20 k:8 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:38 w:13 x:8 y:119 z:62
BALANCES a:88 b:75 c:21 d:10 e:72 f:0 g:10 h:6 j:20 k:8 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:38 w:13 x:29 y:119 z:62
BALANCES a:88 b:75 c:21 d:10 e:72 f:0 g:10 h:18 j:20 k:8 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:26 w:13 x:29 y:119 z:62
BALANCES a:88 b:75 c:21 d:10 e:72 f:0 g:10 h:18 j:20 k:44 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:26 w:13 x:29 y:119 z:62
BALANCES a:78 b:75 c:31 d:10 e:72 f:0 g:10 h:18 j:20 k:44 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:26 w:13 x:29 y:119 z:62
BALANCES a:78 b:75 c:31 d:10 e:72 f:0 g:10 h:18 j:20 k:44 l:34 m:26 n:65 o:295 p:74 q:97 s:70 t:85 u:30 v:26 w:13 x:29 y:119 z:62
BALANCES a:78 b:75 c:31 d:10 e:72 f:0 g:10 h:18 i:2 j:20 k:44 l:34 m:26 n:65 o:295 p:72 q:97 s:70 t:85 u:30 v:26 w:13 x:29 y:119 z:62
BALANCES a:78 b:75 c:31 d:10 e:72 f:5 g:10 h:18 i:2 j:20 k:44 l:34 m:26 n:65 o:295 p:72 q:97 s:70 t:85 u:30 v:26 w:13 x:29 y:119 z:62
BALANCES a:78 b:75 c:31 d:10 e:72 f:5 g:10 h:18 i:2 j:20 k:44 l:34 m:26 n:65 o:295 p:72 q:97 s:70 t:85 u:30 v:26 w:13 x:29 y:119 z:130
BALANCES a:332 b:208 c:268 d:236 e:223 f:533 g:262 h:161 i:334 j:309 k:513 l:182 m:265 n:161 o:280 p:145 q:234 r:76 s:96 t:369 u:323 v:252 w:109 x:325 y:331 z:375
BALANCES a:332 b:208 c:268 d:236 e:223 f:533 g:262 h:161 i:334 j:309 k:537 l:182 m:265 n:161 o:280 p:145 q:234 r:76 s:96 t:369 u:299 v:252 w:109 x:325 y:331 z:375
BALANCES a:338 b:208 c:268 d:236 e:223 f:533 g:262 h:161 i:334 j:309 k:537 l:182 m:265 n:161 o:280 p:145 q:234 r:76 s:96 t:369 u:299 v:252 w:109 x:319 y:331 z:375
BALANCES a:338 b:208 c:268 d:236 e:223 f:537 g:262 h:161 i:334 j:309 k:537 l:182 m:265 n:161 o:280 p:145 q:234 r:76 s:96 t:365 u:299 v:252 w:109 x:319 y:331 z:375
BALANCES a:338 b:208 c:267 d:236 e:223 f:537 g:262 h:161 i:334 j:309 k:537 l:182 m:265 n:161 o:281 p:145 q:234 r:76 s:96 t:365 u:299 v:252 w:109 x:319 y:331 z:375
BALANCES a:338 b:208 c:267 d:236 e:223 f:537 g:262 h:161 i:334 j:309 k:537 l:182 m:265 n:161 o:281 p:145 q:227 r:76 s:96 t:372 u:299 v:252 w:109 x:319 y:331 z:375
BALANCES a:338 b:208 c:267 d:236 e:223 f:537 g:262 h:161 i:319 j:309 k:552 l:182 m:265 n:161 o:281 p:145 q:227 r:76 s:96 t:372 u:299 v:252 w:109 x:319 y:331 z:375
BALANCES a:338 b:208 c:267 d:212 e:223 f:537 g:262 h:161 i:319 j:309 k:552 l:182 m:265 n:161 o:281 p:145 q:227 r:76 s:96 t:372 u:299 v:276 w:109 x:319 y:331 z:375
BALANCES a:338 b:208 c:266 d:212 e:223 f:537 g:262 h:161 i:319 j:310 k:552 l:182 m:265 n:161 o:281 p:145 q:227 r:76 s:96 t:372 u:299 v:276 w:109 x:319 y:331 z:375
BALANCES a:338 b:208 c:266 d:212 e:223 f:537 g:262 h:161 i:319 j:310 k:552 l:182 m:265 n:161 o:281 p:145 q:227 r:76 s:94 t:374 u:299 v:276 w:109 x:319 y:331 z:375
BALANCES a:338 b:208 c:266 d:212 e:223 f:576 g:262 h:161 i:319 j:310 k:552 l:182 m:265 n:161 o:281 p:145 q:227 r:76 s:94 t:374 u:260 v:276 w:109 x:319 y:331 z:375
BALANCES a:337 b:208 c:266 d:212 e:223 f:576 g:262 h:161 i:319 j:310 k:552 l:182 m:265 n:161 o:281 p:146 q:227 r:76 s:94 t:374 u:260 v:276 w:109 x:319 y:331 z:375
BALANCES a:337 b:208 c:266 d:212 e:223 f:576 g:262 h:161 i:319 j:365 k:497 l:182 m:265 n:161 o:281 p:146 q:227 r:76 s:94 t:374 u:260 v:276 w:109 x:319 y:331 z:375
BALANCES a:337 b:208 c:266 d:212 e:223 f:576 g:262 h:161 i:331 j:353 k:497 l:182 m:265 n:161 o:281 p:146 q:227 r:76 s:94 t:374 u:260 v:276 w:109 x:319 y:331 z:375
BALANCES a:337 b:208 c:266 d:212 e:223 f:576 g:262 h:161 i:328 j:353 k:497 l:182 m:265 n:161 o:284 p:146 q:227 r:76 s:94 t:374 u:260 v:276 w:109 x:319 y:331 z:375
BALANCES a:337 b:208 c:266 d:212 e:223 f:576 g:262 h:161 i:328 j:353 k:497 l:182 m:265 n:161 o:284 p:146 q:227 r:76 s:107 t:361 u:260 v:276 w:109 x:319 y:331 z:375
BALANCES a:337 b:208 c:266 d:212 e:223 f:576 g:262 h:160 i:328 j:353 k:497 l:182 m:265 n:161 o:284 p:146 q:227 r:76 s:107 t:361 u:260 v:276 w:109 x:319 y:331 z:376
BALANCES a:337 b:208 c:266 d:212 e:223 f:576 g:262 h:160 i:328 j:353 k:497 l:182 m:265 n:165 o:280 p:146 q:227 r:76 s:107 t:361 u:260 v:276 w:109 x:319 y:331 z:376
BALANCES a:337 b:208 c:266 d:212 e:223 f:576 g:262 h:160 i:294 j:353 k:497 l:182 m:299 n:165 o:280 p:146 q:227 r:76 s:107 t:361 u:260 v:276 w:109 x:319 y:331 z:376
BALANCES a:337 b:208 c:266 d:212 e:223 f:576 g:262 h:160 i:294 j:353 k:497 l:182 m:299 n:165 o:280 p:146 q:227 r:76 s:107 t:361 u:352 v:276 w:109 x:319 y:331 z:376
BALANCES a:337 b:208 c:268 d:212 e:223 f:576 g:262 h:160 i:294 j:353 k:497 l:182 m:299 n:165 o:280 p:146 q:227 r:76 s:107 t:361 u:352 v:276 w:109 x:317 y:331 z:376
BALANCES a:337 b:208 c:268 d:212 e:223 f:576 g:262 h:160 i:294 j:353 k:497 l:182 m:299 n:165 o:280 p:146 q:227 r:76 s:107 t:361 u:354 v:274 w:109 x:317 y:331 z:376
BALANCES a:325 b:208 c:268 d:212 e:223 f:576 g:262 h:160 i:294 j:353 k:497 l:182 m:299 n:165 o:280 p:146 q:227 r:76 s:107 t:361 u:366 v:274 w:109 x:317 y:331 z:376
BALANCES a:325 b:208 c:268 d:212 e:223 f:584 g:262 h:152 i:294 j:353 k:497 l:182 m:299 n:165 o:280 p:146 q:227 r:76 s:107 t:361 u:366 v:274 w:109 x:317 y:331 z:376
BALANCES a:325 b:208 c:268 d:212 e:223 f:584 g:262 h:152 i:294 j:326 k:497 l:182 m:299 n:165 o:280 p:146 q:227 r:76 s:107 t:361 u:366 v:301 w:109 x:317 y:331 z:376
BALANCES a:325 b:208 c:268 d:212 e:224 f:584 g:262 h:152 i:294 j:326 k:497 l:182 m:299 n:165 o:280 p:146 q:227 r:76 s:106 t:361 u:366 v:301 w:109 x:317 y:331 z:376
BALANCES a:325 b:208 c:268 d:232 e:224 f:584 g:262 h:152 i:294 j:326 k:497 l:182 m:299 n:165 o:280 p:146 q:227 r:76 s:106 t:361 u:366 v:301 w:109 x:317 y:331 z:356
BALANCES a:325 b:208 c:268 d:232 e:224 f:584 g:262 h:151 i:294 j:326 k:497 l:182 m:299 n:166 o:280 p:146 q:227 r:76 s:106 t:361 u:366 v:301 w:109 x:317 y:331 z:356
BALANCES a:325 b:208 c:268 d:232 e:224 f:584 g:262 h:151 i:294 j:326 k:497 l:182 m:303 n:166 o:280 p:146 q:227 r:76 s:106 t:361 u:366 v:301 w:105 x:317 y:331 z:356
BALANCES a:325 b:208 c:268 d:232 e:224 f:584 g:262 h:151 i:294 j:382 k:497 l:182 m:303 n:166 o:280 p:146 q:227 r:76 s:106 t:361 u:366 v:301 w:105 x:317 y:331 z:300
BALANCES a:325 b:208 c:268 d:232 e:224 f:584 g:262 h:151 i:294 j:382 k:497 l:182 m:303 n:162 o:280 p:146 q:231 r:76 s:106 t:361 u:366 v:301 w:105 x:317 y:331 z:300
BALANCES a:312 b:208 c:268 d:232 e:224 f:584 g:262 h:151 i:294 j:382 k:497 l:182 m:303 n:162 o:280 p:159 q:231 r:76 s:106 t:361 u:366 v:301 w:105 x:317 y:331 z:300
BALANCES a:312 b:208 c:268 d:232 e:224 f:584 g:262 h:151 i:294 j:382 k:497 l:182 m:303 n:162 o:280 p:159 q:257 r:76 s:80 t:361 u:366 v:301 w:105 x:317 y:331 z:300
BALANCES a:312 b:208 c:268 d:229 e:224 f:587 g:262 h:151 i:294 j:382 k:497 l:182 m:303 n:162 o:280 p:159 q:257 r:76 s:80 t:361 u:366 v:301 w:105 x:317 y:331 z:300
BALANCES a:312 b:208 c:268 d:319 e:224 f:587 g:262 h:151 i:294 j:382 k:497 l:182 m:303 n:162 o:280 p:159 q:257 r:76 s:80 t:361 u:276 v:301 w:105 x:317 y:331 z:300
BALANCES a:312 b:205 c:268 d:319 e:224 f:587 g:262 h:151 i:294 j:382 k:497 l:182 m:303 n:162 o:280 p:159 q:257 r:76 s:80 t:361 u:276 v:301 w:105 x:317 y:334 z:300
BALANCES a:312 b:205 c:266 d:319 e:224 f:587 g:262 h:151 i:294 j:382 k:499 l:182 m:303 n:162 o:280 p:159 q:257 r:76 s:80 t:361 u:276 v:301 w:105 x:317 y:334 z:300
BALANCES a:312 b:205 c:266 d:319 e:224 f:587 g:262 h:151 i:294 j:382 k:499 l:182 m:303 n:162 o:280 p:159 q:257 r:76 s:80 t:365 u:272 v:301 w:105 x:317 y:334 z:300
BALANCES a:312 b:205 c:266 d:319 e:144 f:587 g:262 h:151 i:294 j:382 k:499 l:182 m:303 n:162 o:280 p:159 q:257 r:76 s:160 t:365 u:272 v:301 w:105 x:317 y:334 z:300
BALANCES a:312 b:205 c:266 d:319 e:143 f:587 g:262 h:151 i:295 j:382 k:499 l:182 m:303 n:162 o:280 p:159 q:257 r:76 s:160 t:365 u:272 v:301 w:105 x:317 y:334 z:300
BALANCES a:312 b:205 c:266 d:319 e:143 f:587 g:262 h:151 i:295 j:382 k:499 l:182 m:303 n:162 o:280 p:159 q:257 r:76 s:160 t:378 u:272 v:301 w:105 x:317 y:321 z:300
BALANCES a:369 b:205 c:209 d:319 e:143 f:587 g:262 h:151 i:295 j:382 k:499 l:182 m:303 n:162 o:280 p:159 q:257 r:76 s:160 t:378 u:272 v:301 w:105 x:317 y:321 z:300
BALANCES a:369 b:205 c:209 d:319 e:143 f:587 g:265 h:148 i:295 j:382 k:499 l:182 m:303 n:162 o:280 p:159 q:257 r:76 s:160 t:378 u:272 v:301 w:105 x:317 y:321 z:300
BALANCES a:369 b:205 c:209 d:319 e:143 f:587 g:265 h:148 i:295 j:453 k:499 l:182 m:303 n:162 o:280 p:159 q:257 r:76 s:160 t:378 u:272 v:301 w:105 x:317 y:321 z:300
BALANCES a:369 b:205 c:209 d:319 e:143 f:587 g:265 h:148 i:295 j:453 k:499 l:182 m:303 n:162 o:280 p:159 q:316 r:76 s:101 t:378 u:272 v:301 w:105 x:317 y:321 z:300
BALANCES a:369 b:205 c:209 d:319 e:143 f:587 g:265 h:148 i:295 j:453 k:499 l:182 m:303 n:194 o:280 p:127 q:316 r:76 s:101 t:378 u:272 v:301 w:105 x:317 y:321 z:300
BALANCES a:371 b:205 c:209 d:319 e:143 f:587 g:265 h:148 i:295 j:453 k:499 l:182 m:303 n:194 o:280 p:127 q:316 r:74 s:101 t:378 u:272 v:301 w:105 x:317 y:321 z:300
BALANCES a:371 b:205 c:209 d:319 e:143 f:587 g:265 h:148 i:268 j:453 k:499 l:182 m:303 n:194 o:280 p:154 q:316 r:74 s:101 t:378 u:272 v:301 w:105 x:317 y:321 z:300
BALANCES a:371 b:205 c:209 d:319 e:143 f:587 g:265 h:148 i:268 j:453 k:499 l:182 m:303 n:194 o:280 p:154 q:316 r:75 s:101 t:377 u:272 v:301 w:105 x:317 y:321 z:300
BALANCES a:371 b:205 c:265 d:263 e:143 f:587 g:265 h:148 i:268 j:453 k:499 l:182 m:303 n:194 o:280 p:154 q:316 r:75 s:101 t:377 u:272 v:301 w:105 x:317 y:321 z:300
BALANCES a:371 b:205 c:288 d:263 e:143 f:587 g:265 h:148 i:268 j:453 k:499 l:182 m:303 n:194 o:280 p:154 q:316 r:75 s:101 t:354 u:272 v:301 w:105 x:317 y:321 z:300
BALANCES a:371 b:205 c:288 d:263 e:143 f:587 g:263 h:148 i:268 j:453 k:499 l:182 m:303 n:194 o:280 p:154 q:316 r:77 s:101 t:354 u:272 v:301 w:105 x:317 y:321 z:300
BALANCES a:371 b:205 c:288 d:263 e:143 f:587 g:263 h:148 i:268 j:453 k:499 l:184 m:303 n:192 o:280 p:154 q:316 r:77 s:101 t:354 u:272 v:301 w:105 x:317 y:321 z:300
BALANCES a:371 b:205 c:288 d:263 e:143 f:587 g:263 h:148 i:268 j:453 k:459 l:184 m:303 n:192 o:280 p:154 q:316 r:117 s:101 t:354 u:272 v:301 w:105 x:317 y:321 z:300
BALANCES a:371 b:205 c:288 d:263 e:143 f:587 g:263 h:148 i:268 j:453 k:459 l:184 m:303 n:196 o:280 p:154 q:316 r:117 s:101 t:354 u:272 v:297 w:105 x:317 y:321 z:300
BALANCES a:371 b:205 c:288 d:263 e:143 f:587 g:263 h:148 i:268 j:453 k:459 l:184 m:303 n:217 o:280 p:154 q:316 r:117 s:101 t:354 u:251 v:297 w:105 x:317 y:321 z:300
BALANCES a:371 b:205 c:288 d:263 e:143 f:587 g:263 h:148 i:268 j:453 k:406 l:184 m:303 n:217 o:280 p:207 q:316 r:117 s:101 t:354 u:251 v:297 w:105 x:317 y:321 z:300
BALANCES a:371 b:205 c:259 d:263 e:143 f:587 g:263 h:148 i:268 j:453 k:406 l:184 m:332 n:217 o:280 p:207 q:316 r:117 s:101 t:354 u:251 v:297 w:105 x:317 y:321 z:300
BALANCES a:371 b:205 c:257 d:263 e:143 f:587 g:263 h:148 i:268 j:455 k:406 l:184 m:332 n:217 o:280 p:207 q:316 r:117 s:101 t:354 u:251 v:297 w:105 x:317 y:321 z:300
BALANCES a:371 b:205 c:257 d:263 e:143 f:587 g:263 h:148 i:268 j:455 k:406 l:184 m:332 n:217 o:280 p:207 q:316 r:109 s:109 t:354 u:251 v:297 w:105 x:317 y:321 z:300
BALANCES a:371 b:205 c:257 d:263 e:143 f:587 g:263 h:148 i:268 j:426 k:406 l:184 m:332 n:217 o:309 p:207 q:316 r:109 s:109 t:354 u:251 v:297 w:105 x:317 y:321 z:300
BALANCES a:371 b:205 c:257 d:263 e:143 f:587 g:263 h:148 i:268 j:431 k:406 l:184 m:332 n:217 o:309 p:202 q:316 r:109 s:109 t:354 u:251 v:297 w:105 x:317 y:321 z:300
BALANCES a:371 b:205 c:257 d:263 e:143 f:587 g:263 h:148 i:268 j:431 k:406 l:184 m:332 n:217 o:309 p:202 q:316 r:109 s:109 t:354 u:251 v:297 w:169 x:317 y:321 z:236
BALANCES a:371 b:205 c:257 d:261 e:143 f:587 g:263 h:148 i:268 j:431 k:406 l:184 m:332 n:217 o:309 p:202 q:318 r:109 s:109 t:354 u:251 v:297 w:169 x:317 y:321 z:236
BALANCES a:371 b:205 c:257 d:261 e:143 f:587 g:263 h:148 i:268 j:431 k:406 l:184 m:332 n:231 o:309 p:202 q:304 r:109 s:109 t:354 u:251 v:297 w:169 x:317 y:321 z:236
BALANCES a:371 b:205 c:257 d:261 e:143 f:587 g:263 h:148 i:268 j:436 k:406 l:184 m:332 n:231 o:309 p:202 q:304 r:109 s:109 t:354 u:251 v:297 w:164 x:317 y:321 z:236
BALANCES a:371 b:205 c:257 d:261 e:143 f:587 g:263 h:148 i:268 j:436 k:406 l:184 m:332 n:231 o:309 p:202 q:304 r:109 s:109 t:354 u:251 v:297 w:184 x:317 y:321 z:236
BALANCES a:371 b:205 c:257 d:261 e:143 f:587 g:263 h:148 i:268 j:436 k:406 l:184 m:332 n:231 o:309 p:227 q:304 r:84 s:109 t:354 u:251 v:297 w:184 x:317 y:321 z:236
BALANCES a:371 b:205 c:257 d:261 e:143 f:580 g:263 h:148 i:268 j:436 k:406 l:184 m:332 n:231 o:309 p:227 q:304 r:91 s:109 t:354 u:251 v:297 w:184 x:317 y:321 z:236
BALANCES a:371 b:211 c:257 d:261 e:143 f:580 g:263 h:148 i:268 j:436 k:406 l:184 m:332 n:225 o:309 p:227 q:304 r:91 s:109 t:354 u:251 v:297 w:184 x:317 y:321 z:236
BALANCES a:371 b:211 c:276 d:261 e:143 f:580 g:263 h:148 i:268 j:436 k:406 l:184 m:332 n:225 o:309 p:227 q:304 r:91 s:109 t:354 u:251 v:297 w:184 x:317 y:321 z:236
BALANCES a:371 b:211 c:276 d:261 e:143 f:580 g:263 h:148 i:268 j:436 k:406 l:184 m:333 n:225 o:309 p:227 q:304 r:91 s:109 t:354 u:251 v:297 w:184 x:316 y:321 z:236
BALANCES a:371 b:211 c:276 d:261 e:143 f:580 g:263 h:148 i:268 j:436 k:406 l:184 m:333 n:231 o:309 p:221 q:304 r:91 s:109 t:354 u:251 v:297 w:184 x:316 y:321 z:236
BALANCES a:371 b:211 c:276 d:261 e:143 f:580 g:263 h:148 i:272 j:436 k:406 l:184 m:333 n:227 o:309 p:221 q:304 r:91 s:109 t:354 u:251 v:297 w:184 x:316 y:321 z:236
BALANCES a:371 b:211 c:276 d:261 e:143 f:580 g:263 h:148 i:272 j:436 k:406 l:184 m:333 n:227 o:309 p:221 q:304 r:91 s:109 t:354 u:276 v:297 w:184 x:316 y:321 z:211
BALANCES a:371 b:211 c:276 d:261 e:143 f:580 g:263 h:148 i:272 j:436 k:406 l:184 m:333 n:227 o:309 p:221 q:304 r:91 s:109 t:417 u:276 v:297 w:184 x:316 y:321 z:211
BALANCES a:371 b:211 c:289 d:261 e:143 f:580 g:263 h:148 i:259 j:436 k:406 l:184 m:333 n:227 o:309 p:221 q:304 r:91 s:109 t:417 u:276 v:297 w:184 x:316 y:321 z:211
BALANCES a:371 b:211 c:288 d:261 e:143 f:580 g:263 h:148 i:259 j:436 k:406 l:184 m:333 n:227 o:309 p:221 q:304 r:92 s:109 t:417 u:276 v:297 w:184 x:316 y:321 z:211
BALANCES a:371 b:211 c:288 d:261 e:143 f:580 g:263 h:148 i:259 j:436 k:407 l:184 m:333 n:227 o:309 p:221 q:304 r:92 s:109 t:417 u:276 v:296 w:184 x:316 y:321 z:211
BALANCES a:371 b:211 c:288 d:269 e:143 f:580 g:263 h:148 i:259 j:436 k:407 l:176 m:333 n:227 o:309 p:221 q:304 r:92 s:109 t:417 u:276 v:296 w:184 x:316 y:321 z:211
BALANCES a:371 b:211 c:288 d:269 e:143 f:580 g:263 h:148 i:259 j:436 k:407 l:176 m:333 n:227 o:208 p:221 q:304 r:92 s:210 t:417 u:276 v:296 w:184 x:316 y:321 z:211
BALANCES a:371 b:211 c:288 d:269 e:143 f:580 g:263 h:148 i:259 j:436 k:407 l:176 m:333 n:227 o:208 p:218 q:304 r:92 s:210 t:417 u:279 v:296 w:184 x:316 y:321 z:211
BALANCES a:371 b:211 c:288 d:269 e:143 f:580 g:263 h:148 i:259 j:436 k:407 l:176 m:328 n:227 o:208 p:218 q:304 r:92 s:210 t:417 u:284 v:296 w:184 x:316 y:321 z:211
BALANCES a:371 b:211 c:288 d:269 e:143 f:580 g:263 h:148 i:259 j:436 k:407 l:190 m:328 n:227 o:194 p:218 q:304 r:92 s:210 t:417 u:284 v:296 w:184 x:316 y:321 z:211
BALANCES a:371 b:211 c:288 d:269 e:143 f:580 g:263 h:148 i:259 j:436 k:407 l:190 m:328 n:227 o:191 p:218 q:304 r:92 s:210 t:417 u:284 v:296 w:184 x:316 y:321 z:214
BALANCES a:371 b:211 c:288 d:269 e:143 f:580 g:263 h:148 i:259 j:436 k:407 l:190 m:328 n:227 o:200 p:218 q:304 r:92 s:210 t:417 u:284 v:296 w:184 x:316 y:321 z:205
BALANCES a:371 b:211 c:288 d:266 e:143 f:580 g:263 h:148 i:259 j:436 k:407 l:190 m:328 n:227 o:200 p:218 q:307 r:92 s:210 t:417 u:284 v:296 w:184 x:316 y:321 z:205
BALANCES a:371 b:211 c:288 d:266 e:143 f:580 g:257 h:148 i:259 j:436 k:413 l:190 m:328 n:227 o:200 p:218 q:307 r:92 s:210 t:417 u:284 v:296 w:184 x:316 y:321 z:205
BALANCES a:371 b:211 c:280 d:266 e:143 f:580 g:257 h:148 i:259 j:436 k:413 l:190 m:328 n:227 o:200 p:218 q:307 r:92 s:210 t:417 u:284 v:296 w:192 x:316 y:321 z:205
